n.ev.         2 0.5748646     0.8612318    -0.9157495      3.770848    
  11.50000   0.10000  10.19823 235.00000
  11.70000  -0.10000  10.05207 235.00000
  11.70000   0.10000   9.76448 235.00000
  11.90000  -0.10000   9.96700 235.00000
  11.90000   0.10000  10.09242 235.00000
  12.10000  -0.10000  10.01152 235.00000
  12.10000   0.10000  10.04423 235.00000
  12.30000  -0.10000  10.04852 235.00000
  12.30000   0.10000  10.08988 235.00000
  12.50000  -0.10000  10.00832 235.00000
  12.50000   0.10000   9.96338 235.00000
  12.70000  -0.10000   9.74521 235.00000
  12.70000   0.10000  10.08888 235.00000
 !
