#Event n.0
1009257 7.91429
1009259 14.4857
1009260 14.4857
1009261 17.5619
1009262 15.4095
1009263 2.39048
1009264 9.97143
1009265 16.8762
1009267 2.39048
1009268 28.5905
1009269 29.4952
1009270 9.41905
1009271 3.47619
1009272 5.9619
1009273 3.47619
1009275 11.5619
1009276 29.4952
1009277 18.4667
1009445 4.38095
1009457 4.47619
1009461 6.72381
1009464 11.419
1009488 16.0095
1009496 8.95238
1009497 7.07619
1009537 8.95238
1009540 6.71429
1009551 17.1619
1009567 2.69524
1009570 12.3238
1009660 18.219
1009669 8.37143
1009679 4.47619
1009687 8.65714
1009688 10.6952
1009691 4.47619
1009692 11.9619
1009693 17.7238
1009715 12.0667
1009754 17.7238
1009853 4.47619
1009854 8.95238
1009855 4.47619
1009856 8.95238
1009857 2.2381
1009858 8.95238
1009859 2.2381
1009863 8.95238
1009864 4.47619
1009905 10.6476
1009907 17.1619
1009916 2.54286
1009919 10.6952
1009920 13.1429
1009924 11.9619
1009925 6.51429
1009926 10.6952
1009962 6.39048
1009977 2.69524
1009980 13.1619
1009981 8.98095
1009982 3.34286
1009983 11.7143
1010339 9.46667
1010340 5.2
1010360 2.69524
1010361 2.69524
1010362 8.07619
1010363 6.39048
1010370 3.69524
1010371 7.72381
1010374 3.99048
1010411 3.34286
1010441 7.33333
1010442 12.3238
1010443 4.47619
1010444 8.65714
1010445 9.17143
1010446 8.98095
1010447 9.17143
1010448 2.2381
1010449 2.2381
1010450 6.71429
1010454 7.07619
1010455 4.8381
1010456 2.2381
1010457 13.1429
1010458 10.6952
1010459 17.7238
1010460 8.8
1010461 10.6476
1010462 6.51429
1010463 13.1905
1010464 10.6952
1010465 12.4667
1010466 12.8857
1010467 11.1905
1010469 2.2381
1010470 4.47619
1010471 2.2381
1010543 4.8381
1010551 8.34286
1010552 14.7429
1010553 11.7048
1010554 9.54286
1010555 18.219
1010556 6.10476
1010558 3.50476
1010714 11.9619
1010745 2.69524
1010773 12.3238
1010819 2.2381
1010832 9.17143
1010835 8.98095
1010851 4.38095
1010941 4.8381
1010949 2.69524
1010950 3.34286
1010951 3.69524
1010953 13.1429
1010968 8.95238
1010969 4.47619
1010973 8.95238
1010974 6.71429
1010996 2.2381
1011035 10.6952
1011135 2.2381
1011136 6.71429
1011138 11.1905
1011139 4.47619
1011147 2.2381
1011186 10.6952
1011188 4.18095
1011189 8.15238
1011200 12.3238
1011201 7.33333
1011205 9.17143
1011207 4.99048
1011236 2.69524
1011237 2.69524
1011262 7.72381
1011263 8.07619
1011264 3.69524
1011620 4.8381
1011621 9.04762
1011649 2.69524
1011651 2.69524
1011653 8.07619
1011654 8.07619
1011655 3.34286
1011656 7.72381
1011657 7.33333
1011658 4.99048
1011659 12.3238
1011660 4.99048
1011661 10.6952
1011723 4.47619
1011725 2.2381
1011726 8.95238
1011740 6.71429
1011741 2.2381
1011742 8.95238
1011743 5.44762
1011745 4.47619
1011746 6.71429
1011747 8.95238
1011833 7.07619
1011835 4.8381
1011836 2.2381
1011995 2.2381
1012113 3.99048
1012116 7.72381
1012222 2.2381
1012232 2.69524
1012233 7.72381
1012254 2.2381
1012415 9.17143
1012428 6.71429
1012467 8.98095
1012470 12.3238
1012471 7.33333
1012481 4.38095
1012482 8.07619
1012483 11.419
1012486 11.7143
1012543 6.39048
1012544 2.69524
1012902 6.71429
1012943 2.69524
1012944 8.07619
1013004 2.2381
1013008 6.71429
1013009 11.1905
1013019 6.71429
1013020 4.47619
1013023 2.2381
1013024 8.95238
1013025 8.95238
1013117 2.2381
1013276 6.71429
1013335 2.2381
1013380 7.72381
1013397 6.39048
1013398 2.69524
1013515 8.95238
1013696 11.7143
1013751 8.07619
1013752 8.07619
1013764 2.69524
1013767 3.69524
1014220 8.95238
1014223 6.71429
1014290 2.2381
1014300 2.2381
1014306 2.2381
1014661 6.39048
1014977 3.69524
1014980 2.69524
1015033 2.69524
1015041 2.69524
1015502 2.2381
1015503 8.95238
1033806 2.2381
1034342 4.47619
1034436 11.1905
1034437 4.47619
1035048 4.47619
1035087 2.2381
1035194 11.1905
1035618 8.95238
1035622 4.47619
1035623 4.47619
1035631 8.95238
1035632 2.2381
1036329 4.47619
1036474 6.71429
1036478 4.47619
1036479 6.71429
1036648 4.47619
1036653 6.71429
1036689 6.71429
1036898 8.95238
1036901 4.47619
1036902 8.95238
1036903 4.47619
1036912 2.2381
1036913 4.47619
1036917 6.71429
1036918 2.2381
1036921 8.95238
1037424 6.39048
1037425 3.69524
1037597 2.2381
1037601 11.1905
1037634 2.2381
1037648 4.47619
1037692 4.47619
1037702 6.71429
1037755 2.2381
1037758 4.47619
1037759 2.2381
1037760 4.47619
1037769 2.2381
1037889 10.7714
1037915 2.2381
1037933 2.2381
1037934 2.2381
1037968 2.2381
1037971 4.47619
1037972 4.47619
1037973 4.47619
1037974 2.2381
1038181 8.95238
1038182 4.47619
1038187 2.2381
1038192 4.47619
1038196 6.71429
1038197 6.71429
1038198 2.2381
1038203 8.95238
1038204 8.95238
1038261 6.71429
1038262 2.2381
1038263 6.71429
1038264 2.2381
1038706 8.37143
1038826 6.39048
1038827 6.39048
1038832 6.39048
1038876 2.2381
1038877 8.95238
1038878 8.95238
1038879 11.1905
1038880 8.95238
1038881 8.95238
1038911 11.1905
1038915 2.2381
1038929 4.47619
1038969 3.69524
1038970 13.4286
1038984 4.8381
1038986 2.2381
1039038 4.47619
1039039 4.47619
1039050 2.2381
1039059 6.71429
1039060 2.2381
1039170 16.2952
1039196 8.95238
1039198 10.7714
1039200 4.47619
1039214 2.6
1039249 2.6
1039250 4.8381
1039255 2.6
1039259 4.8381
1039260 4.8381
1039261 2.2381
1039263 2.2381
1039267 2.2381
1039467 4.47619
1039468 2.2381
1039469 2.2381
1039470 2.2381
1039471 4.47619
1039472 6.71429
1039473 4.47619
1039515 11.1905
1039516 4.47619
1039517 2.2381
1039543 4.47619
1039544 2.2381
1039545 6.71429
1039546 4.47619
1039547 2.2381
1039548 8.95238
1039549 2.2381
1039557 6.71429
1039558 8.95238
1039560 3.69524
1039983 11.7143
1039984 8.33333
1039987 16.4857
1040062 4.47619
1040089 6.71429
1040090 11.1905
1040094 4.47619
1040095 2.2381
1040096 8.95238
1040099 6.39048
1040103 4.38095
1040106 6.71429
1040107 11.7143
1040113 8.37143
1040157 2.2381
1040161 2.2381
1040162 4.47619
1040172 12.3238
1040179 2.6
1040193 6.10476
1040196 3.6
1040211 3.69524
1040213 2.2381
1040214 6.71429
1040244 13.1429
1040248 2.2381
1040250 2.69524
1040254 15.7714
1040262 2.49524
1040264 13.1429
1040265 3.6
1040266 6.10476
1040267 2.6
1040268 2.49524
1040317 4.99048
1040318 8.07619
1040325 4.8381
1040330 2.2381
1040334 4.47619
1040336 2.2381
1040341 2.2381
1040342 8.95238
1040451 9.04762
1040468 6.71429
1040469 11.1905
1040475 6.71429
1040476 4.47619
1040477 2.2381
1040479 16.2952
1040481 6.71429
1040494 2.49524
1040495 20.1905
1040496 13.1429
1040525 8.6
1040530 14.2476
1040531 3.50476
1040532 16.4857
1040533 16.1429
1040534 9.04762
1040535 5.44762
1040536 3.6
1040537 2.49524
1040538 8.6
1040542 6.10476
1040543 6.10476
1040544 6.10476
1040545 5.09524
1040546 8.6
1040547 6.10476
1040548 6.10476
1040741 12.3238
1040742 11.7143
1040743 3.97143
1040744 13.1429
1040745 7.33333
1040746 3.99048
1040747 6.39048
1040750 2.6
1040751 2.6
1040765 3.97143
1040768 4.8381
1040772 2.2381
1040773 2.2381
1040781 2.2381
1040782 2.2381
1040783 4.47619
1040797 6.71429
1040802 4.47619
1040803 4.47619
1040804 6.71429
1040821 11.1905
1040822 4.47619
1040827 2.2381
1040828 2.2381
1040830 2.6
1040831 4.47619
1040832 4.47619
1040833 8.95238
1040834 6.71429
1040835 4.47619
1040836 2.2381
1040837 2.2381
1040838 2.2381
1040840 6.71429
1040841 2.69524
1040842 6.39048
1041264 21.1333
1041265 16.1429
1041266 4.18095
1041268 9.04762
1041269 6.72381
1041335 2.2381
1041336 4.47619
1041337 6.71429
1041340 2.2381
1041341 6.71429
1041342 8.95238
1041343 6.71429
1041369 11.1905
1041370 6.71429
1041374 8.95238
1041375 8.95238
1041376 8.95238
1041377 2.2381
1041378 12.0667
1041379 12.3238
1041380 20.6762
1041384 20.4762
1041385 8.95238
1041386 6.71429
1041387 6.71429
1041388 18.5905
1041391 6.71429
1041392 2.2381
1041395 4.47619
1041397 2.2381
1041405 10.7714
1041410 3.69524
1041460 3.50476
1041464 2.2381
1041474 18.219
1041477 13.1905
1041478 11.6
1041480 2.49524
1041491 8.15238
1041492 2.69524
1041493 2.49524
1041494 2.6
1041525 22.7333
1041528 2.2381
1041529 8.95238
1041531 2.6
1041534 15.0476
1041543 15.0667
1041546 22.6095
1041547 14.7429
1041548 18.219
1041549 15.0667
1041553 6
1041554 11.6
1041555 2.49524
1041561 2.49524
1041598 7.33333
1041600 14.2476
1041601 16.1429
1041602 11.7143
1041605 6.10476
1041608 2.49524
1041609 8.34286
1041610 2.2381
1041611 2.2381
1041615 4.47619
1041616 6.71429
1041617 6.71429
1041729 2.54286
1041732 8.6
1041733 20.7619
1041744 6.71429
1041745 2.2381
1041748 13.4286
1041749 6.71429
1041756 4.47619
1041757 2.2381
1041759 8.15238
1041760 13.2286
1041761 2.6
1041763 2.2381
1041764 3.69524
1041765 16.2952
1041775 15.0667
1041776 2.54286
1041804 13.5238
1041806 20.981
1041807 17.5619
1041808 15.0476
1041809 17.5619
1041810 13.5238
1041811 2.54286
1041812 18.219
1041815 6.72381
1041816 10.6952
1041817 13.1905
1041818 15.0667
1041819 11.5619
1041820 11.6
1041821 18.219
1041822 14.2476
1041823 14.7429
1041824 9.54286
1041825 9.54286
1041826 15.0667
1041827 17.5048
1041828 18.219
1041829 18.219
1041839 2.49524
1041840 13.5238
1041842 11.6
1041843 14.2
1041844 11.6
1041845 6
1041846 6
1041847 5.94286
1041851 2.49524
1041852 5.94286
1041869 2.49524
1041871 13.5238
1041872 5.94286
1041873 11.6
1041874 11.6
1042024 4.18095
1042026 4.38095
1042027 4.38095
1042029 14.2476
1042030 16.1429
1042031 9.54286
1042032 14.2476
1042033 5.44762
1042034 9.41905
1042035 13.1429
1042036 8.07619
1042037 10.7714
1042038 2.69524
1042039 8.98095
1042040 8.98095
1042041 8.37143
1042042 3.69524
1042045 12.3238
1042046 9.17143
1042047 12.3048
1042048 6.10476
1042049 3.50476
1042050 6
1042051 14.2
1042052 6.10476
1042053 6.10476
1042054 2.6
1042055 2.49524
1042056 2.49524
1042059 2.49524
1042060 2.49524
1042061 2.49524
1042062 2.6
1042063 2.6
1042067 4.8381
1042068 4.8381
1042069 4.47619
1042070 4.47619
1042071 6.10476
1042072 6
1042073 6.10476
1042086 6.71429
1042087 2.2381
1042088 8.95238
1042089 4.47619
1042090 4.47619
1042091 8.95238
1042095 11.1905
1042096 2.2381
1042103 4.47619
1042105 3.97143
1042109 9.04762
1042110 3.97143
1042111 9.54286
1042112 3.6
1042113 3.6
1042115 4.47619
1042117 2.2381
1042118 4.47619
1042277 4.47619
1042278 2.2381
1042292 2.2381
1042293 2.2381
1042539 11.5905
1042540 2.54286
1042545 8.8
1042546 14.7429
1042547 26.2095
1042548 6.10476
1042549 6.10476
1042550 20.1905
1042551 7.74286
1042606 2.2381
1042607 8.95238
1042608 6.71429
1042615 2.2381
1042616 11.1905
1042617 8.95238
1042618 4.47619
1042619 8.95238
1042620 11.1905
1042621 11.1905
1042622 2.2381
1042623 2.2381
1042625 8.95238
1042626 2.2381
1042627 4.47619
1042653 4.47619
1042654 4.8381
1042655 2.2381
1042659 25.5333
1042660 24.9429
1042663 2.54286
1042664 19.7429
1042665 16.7905
1042669 9.70476
1042670 6.10476
1042671 4.8381
1042673 4.8381
1042674 2.6
1042675 6.10476
1042676 6.71429
1042677 4.47619
1042678 8.95238
1042679 6.71429
1042682 3.69524
1042686 29.5238
1042687 13.1429
1042691 23.3714
1042692 14.7619
1042693 8.37143
1042735 19.1238
1042736 2.2381
1042740 13.5238
1042741 14.619
1042745 5.8381
1042748 2.49524
1042749 5.94286
1042753 5.94286
1042759 15.381
1042760 19.1238
1042761 15.0667
1042762 5.94286
1042768 2.49524
1042772 4.99048
1042774 11.7048
1042775 18.219
1042777 6.71429
1042782 5.94286
1042783 5.94286
1042784 6.71429
1042785 2.49524
1042789 5.09524
1042791 2.2381
1042806 11.6
1042809 2.2381
1042811 15.4857
1042812 3.50476
1042815 9.4381
1042824 9.41905
1042825 29.4952
1042828 3.47619
1042830 9.41905
1042832 13.5238
1042834 11.5619
1042835 11.9048
1042836 27
1042837 19.1238
1042838 23.5333
1042839 13.5238
1042840 13.5238
1042841 19.1238
1042842 27
1042864 5.94286
1042865 5.94286
1042881 2.54286
1042884 8.07619
1042886 5.94286
1042887 18.219
1042888 11.6
1042889 15.0667
1042890 9.54286
1042891 2.6
1042892 3.6
1042893 4.38095
1042897 2.2381
1042900 4.47619
1042902 12.3238
1042903 12.1714
1042904 9.41905
1042917 5.94286
1042918 13.5238
1042920 5.94286
1042921 5.94286
1042922 5.94286
1042923 5.94286
1042926 6.71429
1042927 4.47619
1042930 2.49524
1042934 5.94286
1042935 5.94286
1042940 5.94286
1042942 5.94286
1042943 11.6
1042944 4.8381
1042945 14.2
1042946 2.49524
1042947 2.49524
1042948 8.95238
1042949 4.47619
1042951 2.2381
1042963 2.2381
1043010 35.7238
1043011 9.41905
1043014 21.0095
1043015 3.47619
1043025 6.71429
1043026 8.95238
1043027 17.7619
1043028 6.71429
1043033 2.49524
1043036 5.94286
1043040 43.7429
1043041 8.6
1043044 2.6
1043045 42.5048
1043046 32.5714
1043055 29.4952
1043056 9.41905
1043085 15.9714
1043086 23.5333
1043088 9.41905
1043089 9.4381
1043090 9.41905
1043091 11.5619
1043099 9.41905
1043100 9.41905
1043101 15.381
1043103 2.54286
1043104 3.47619
1043105 8.67619
1043106 8.67619
1043107 9.41905
1043108 3.47619
1043114 13.5238
1043115 13.5238
1043116 5.94286
1043117 2.49524
1043118 5.94286
1043120 27
1043121 15.9714
1043122 23.5333
1043123 15.381
1043124 15.381
1043125 11.9048
1043126 11.5619
1043127 17.5048
1043128 15.9714
1043129 13.5238
1043130 13.5238
1043131 5.94286
1043132 21.0381
1043133 15.9714
1043134 19.1238
1043135 19.1238
1043136 19.1238
1043137 13.5238
1043138 13.5238
1043139 19.1238
1043140 23.5333
1043145 13.5238
1043146 10.0762
1043148 13.5238
1043149 23.5333
1043150 27
1043151 23.5333
1043152 15.9714
1043153 11.5619
1043154 5.9619
1043155 11.9048
1043156 19.1238
1043157 13.5238
1043158 23.5333
1043198 2.2381
1043240 5.94286
1043241 5.94286
1043242 13.5238
1043243 13.5238
1043244 5.94286
1043245 5.94286
1043246 2.49524
1043310 2.54286
1043312 8.67619
1043313 2.54286
1043314 6.72381
1043315 6.72381
1043320 3.34286
1043321 3.34286
1043323 2.69524
1043324 6.39048
1043329 9.41905
1043330 18.219
1043331 17.5048
1043332 11.9048
1043333 18.219
1043334 18.219
1043335 18.219
1043336 9.10476
1043337 15.0667
1043338 19.1238
1043339 19.1238
1043340 9.10476
1043341 9.10476
1043342 15.0667
1043343 9.54286
1043344 9.54286
1043345 14.2476
1043346 6.10476
1043347 6.10476
1043348 13.0476
1043349 9.54286
1043350 3.6
1043351 3.6
1043352 5.94286
1043353 17.5048
1043354 17.5048
1043355 6.39048
1043356 3.69524
1043358 3.99048
1043364 3.97143
1043368 4.47619
1043377 8.95238
1043385 8.07619
1043386 4.99048
1043387 11.7143
1043388 7.33333
1043389 8.98095
1043390 2.54286
1043391 6.72381
1043392 14.1238
1043393 13.1905
1043394 10.6476
1043395 3.97143
1043396 3.97143
1043397 14.2476
1043398 5.44762
1043400 13.1429
1043401 13.1429
1043402 16.1429
1043451 13.5238
1043452 19.1238
1043453 5.94286
1043454 5.94286
1043455 5.94286
1043456 5.94286
1043457 13.5238
1043459 5.94286
1043463 2.49524
1043464 5.94286
1043465 5.94286
1043466 5.94286
1043467 5.94286
1043468 5.94286
1043469 5.94286
1043470 5.94286
1043471 5.94286
1043472 5.94286
1043473 5.94286
1043474 5.94286
1043475 5.94286
1043476 5.94286
1043486 4.47619
1043487 6.71429
1043488 6.71429
1043489 8.95238
1043490 4.47619
1043492 2.49524
1043493 2.49524
1043494 2.2381
1043495 2.2381
1043497 2.49524
1043498 2.49524
1043499 2.49524
1043502 4.47619
1043512 3.44762
1043515 5.94286
1043516 5.94286
1043517 5.94286
1043533 5.94286
1043534 5.94286
1043535 5.94286
1043536 5.94286
1043537 3.44762
1043539 5.94286
1043542 2.49524
1043543 5.94286
1043544 5.94286
1043545 2.49524
1043546 2.49524
1043547 2.49524
1043548 5.94286
1043549 5.94286
1043550 5.94286
1043551 19.1238
1043552 11.6
1043553 11.6
1043554 19.1238
1043555 13.5238
1043556 6.10476
1043557 14.2
1043559 2.6
1043560 6.10476
1043561 6.10476
1043562 14.2
1043563 5.94286
1043564 5.94286
1043565 2.49524
1043566 2.49524
1043567 2.49524
1043568 5.94286
1043569 5.94286
1043570 11.6
1043571 11.6
1043572 11.6
1043573 6.71429
1043574 2.2381
1043575 6.71429
1043576 8.95238
1043577 8.95238
1043578 2.2381
1043579 2.2381
1043580 4.47619
1043581 8.95238
1043596 6.71429
1043597 2.2381
1043625 2.49524
1043627 2.49524
1043630 4.8381
1043631 2.2381
1043632 4.47619
1043633 4.47619
1043634 4.47619
1043641 2.2381
1043642 2.2381
1043817 9.41905
1043818 9.41905
1043820 35.6286
1043821 39.2286
1043822 14.619
1043823 9.41905
1043826 14.2
1043827 11.6
1043828 21.0095
1043830 2.49524
1043831 21.0095
1043832 20.981
1043836 9.41905
1043840 9.41905
1043841 20.581
1043842 9.41905
1043883 11.1905
1043884 8.95238
1043885 11.1905
1043886 13.4286
1043887 11.1905
1043888 4.47619
1043889 4.47619
1043890 4.8381
1043891 6.71429
1043892 8.6
1043893 6.10476
1043894 4.8381
1043895 5.29524
1043896 4.47619
1043900 2.2381
1043906 4.47619
1043907 8.95238
1043908 6.71429
1043909 5.94286
1043910 2.49524
1043913 5.94286
1043914 5.94286
1043915 15.4857
1043923 18.0286
1043927 5.94286
1043940 8.6
1043941 11.6
1043942 8.6
1043943 26.7048
1043944 44.6762
1043945 22.7429
1043946 11.6
1043950 2.49524
1043958 2.6
1043961 2.6
1043962 45.2952
1043963 5.29524
1043964 17.5619
1043965 35.5524
1043966 42.4857
1043967 8.6
1043968 34.3333
1043969 41.9905
1043970 41.2571
1043971 35.8095
1043972 6.10476
1043973 6.10476
1043974 41.8762
1044016 10.3714
1044017 6.71429
1044019 3.44762
1044021 15.9714
1044023 10.0762
1044025 6
1044026 10.6476
1044029 43.4667
1044030 23.5524
1044034 32.9714
1044037 13.5238
1044041 10.3714
1044043 17.5905
1044049 21.0381
1044050 2.49524
1044052 4.47619
1044055 15.381
1044057 12.3238
1044063 17.5905
1044064 23.5524
1044066 18.6476
1044067 25.0857
1044068 25.0857
1044069 19.1238
1044070 21.0095
1044072 2.2381
1044073 11.7048
1044085 5.94286
1044092 33.8667
1044100 23.5333
1044103 10.0762
1044112 23.5333
1044113 15.9714
1044114 19.1238
1044116 3.47619
1044118 10.3714
1044119 5.9619
1044120 15.9714
1044121 15.9714
1044122 10.3714
1044136 2.2381
1044143 19.1238
1044144 2.49524
1044145 23.5524
1044146 17.5905
1044147 19.181
1044148 19.181
1044149 2.49524
1044152 2.2381
1044153 2.6
1044154 4.47619
1044156 13.4286
1044167 3.47619
1044169 5.9619
1044170 9.41905
1044171 8.67619
1044172 18.219
1044173 13.1905
1044174 3.69524
1044175 8.07619
1044177 10.6952
1044178 3.97143
1044179 8.98095
1044185 6.72381
1044198 23.5524
1044199 15.9714
1044200 22.6286
1044201 17.5905
1044202 23.5524
1044203 23.5524
1044204 23.5524
1044205 2.6
1044206 6
1044207 6.71429
1044208 2.2381
1044209 6.10476
1044210 32.381
1044211 22.619
1044212 19.1238
1044213 19.1238
1044214 19.1238
1044215 29.4952
1044216 32.9714
1044217 25.0857
1044218 19.1238
1044219 11.5429
1044220 5.94286
1044221 29.4952
1044222 22.6286
1044223 29.4952
1044224 5.9619
1044225 18.219
1044226 15.381
1044227 15.0667
1044228 15.0667
1044229 2.2381
1044230 10.6476
1044232 6.71429
1044233 11.1905
1044235 2.2381
1044236 11.6
1044237 11.6
1044241 2.49524
1044243 23.6095
1044244 12.1429
1044245 4.8381
1044284 3.44762
1044286 20.981
1044291 7.58095
1044292 29.4952
1044293 20.981
1044295 7.58095
1044296 15.0095
1044308 25.0381
1044313 38.9143
1044314 48.8571
1044315 11.5429
1044316 34.5048
1044317 38.1714
1044349 29.4952
1044350 17.9333
1044351 13.5238
1044352 23.5333
1044353 7.58095
1044358 13.5238
1044361 10.0762
1044367 5.9619
1044392 13.5238
1044393 23.5333
1044394 10.0762
1044395 15.9714
1044396 15.9714
1044397 23.5524
1044398 21.0381
1044399 23.5524
1044400 23.5333
1044403 5.9619
1044406 3.47619
1044408 3.47619
1044410 15.9714
1044411 15.9714
1044412 23.5524
1044413 5.9619
1044415 10.3714
1044416 10.3714
1044417 10.3714
1044418 15.9714
1044419 15.9714
1044420 10.3714
1044421 5.9619
1044422 19.1238
1044423 23.5333
1044424 23.5333
1044425 29.4952
1044426 15.9714
1044427 19.419
1044428 29.4952
1044429 15.9714
1044430 5.9619
1044432 5.9619
1044435 3.47619
1044436 3.47619
1044437 10.3714
1044438 15.9714
1044439 5.9619
1044479 2.2381
1044480 11.1905
1044514 10.0762
1044515 2.49524
1044516 23.5333
1044517 19.1238
1044518 10.0762
1044519 10.0762
1044520 2.49524
1044521 23.5524
1044522 17.5905
1044523 15.9714
1044524 15.9714
1044525 23.5524
1044526 17.5905
1044527 21.0381
1044528 2.49524
1044529 6
1044530 2.49524
1044531 19.1238
1044532 19.1238
1044533 19.181
1044534 11.6
1044535 11.6
1044536 2.49524
1044537 19.1238
1044538 19.1238
1044539 19.1238
1044548 4.47619
1044551 6.10476
1044552 2.2381
1044553 4.47619
1044554 7.07619
1044555 6.71429
1044558 4.47619
1044559 13.4286
1044560 4.47619
1044561 6.71429
1044562 8.95238
1044577 2.2381
1044612 3.47619
1044613 3.47619
1044617 5.9619
1044618 9.41905
1044619 10.3714
1044620 10.3714
1044621 5.9619
1044622 15.381
1044623 9.41905
1044624 8.67619
1044625 8.67619
1044627 9.41905
1044628 9.41905
1044629 8.67619
1044630 8.67619
1044631 8.67619
1044632 13.1905
1044633 3.47619
1044634 3.47619
1044635 3.47619
1044637 2.69524
1044639 7.72381
1044640 11.7143
1044641 8.07619
1044642 6.39048
1044643 3.69524
1044645 9.17143
1044646 13.1429
1044647 12.3238
1044648 16.1429
1044649 9.41905
1044650 10.6952
1044651 13.1429
1044652 3.97143
1044664 7.33333
1044665 3.99048
1044669 4.38095
1044670 3.34286
1044675 2.54286
1044676 9.17143
1044677 6.72381
1044678 2.54286
1044679 2.54286
1044680 7.99048
1044732 15.9714
1044733 10.3714
1044734 23.5524
1044735 23.5524
1044736 23.5524
1044737 23.5524
1044738 15.9714
1044739 19.1238
1044740 17.5905
1044741 11.6
1044742 19.181
1044743 19.1238
1044744 21.0381
1044745 17.5905
1044746 23.5524
1044747 23.5524
1044748 23.5524
1044749 23.5524
1044750 23.5524
1044751 23.5524
1044752 23.5524
1044753 23.5524
1044754 23.5524
1044755 23.5524
1044756 23.5524
1044757 23.5524
1044758 6.10476
1044759 6
1044760 7.07619
1044761 2.6
1044762 6.10476
1044763 6.10476
1044764 6
1044765 13.4286
1044766 6.71429
1044767 6.71429
1044768 6.71429
1044769 4.47619
1044770 2.2381
1044771 2.2381
1044772 9.70476
1044773 9.70476
1044774 18.6476
1044775 2.6
1044776 2.6
1044777 10.0762
1044778 28.3143
1044779 40.0286
1044780 33.2667
1044781 6.10476
1044782 7.07619
1044783 2.6
1044784 25.0857
1044785 19.1238
1044786 19.1238
1044787 25.0857
1044788 25.0857
1044789 19.1238
1044790 19.1238
1044791 19.1238
1044792 19.1238
1044793 31.9905
1044794 35.4381
1044795 25.0857
1044796 40.8667
1044797 43.4095
1044798 32.9714
1044799 38.9143
1044800 38.9143
1044801 25.0857
1044802 19.1238
1044803 11.5429
1044804 11.5429
1044805 19.1238
1044806 19.1238
1044807 11.5429
1044808 11.5429
1044809 5.94286
1044810 5.94286
1044811 19.1238
1044812 19.1238
1044813 19.1238
1044814 23.5524
1044815 23.5524
1044816 23.5524
1044817 23.5524
1044818 26.0476
1044819 22.6286
1044820 17.5905
1044821 11.6
1044822 11.6
1044823 9.10476
1044824 29.4952
1044825 29.4952
1044826 32.1905
1044827 32.1905
1044828 32.1905
1044829 29.4952
1044830 23.5524
1044831 33
1044832 10.3714
1044833 15.381
1044834 5.9619
1044835 10.3714
1044836 15.9714
1044837 9.41905
1044838 15.381
1044839 12.2762
1044840 18.219
1044841 9.41905
1044842 5.94286
1044843 11.9048
1044844 23.5524
1044845 23.5524
1044846 21.0095
1044847 21.0095
1044848 15.0667
1044849 23.5524
1044850 23.5524
1044851 5.9619
1044852 11.9048
1044853 11.9048
1044854 9.41905
1044855 14.2476
1044856 3.97143
1044857 3.97143
1044859 6.71429
1044860 2.2381
1044861 6.71429
1044865 11.1905
1044866 2.2381
1044867 2.2381
1044868 8.95238
1044869 2.2381
1044870 4.47619
1044871 2.2381
1044873 6.71429
1044877 4.47619
1044878 2.2381
1044879 4.47619
1044880 19.1238
1044881 19.1238
1044882 11.6
1044883 11.6
1044884 11.6
1044885 19.1238
1044886 19.1238
1044887 2.2381
1044896 5.94286
1044897 5.94286
1044901 5.94286
1044903 2.49524
1044904 2.49524
1044905 2.49524
1044906 15.0667
1044907 23.6095
1044908 21.0095
1044909 11.6
1044910 11.7048
1044911 9.54286
1044912 15.6476
1044913 17.7238
1044914 3.6
1044915 3.6
1044916 8.34286
1044917 2.2381
1044918 4.47619
1044919 4.47619
1044920 4.47619
1044921 8.34286
1044922 15.6476
1044923 12.1429
1045072 3.44762
1045074 5.94286
1045079 11.5429
1045080 3.44762
1045082 34.5048
1045083 20.981
1045084 11.5429
1045098 29.4952
1045099 29.4952
1045100 38.9143
1045101 7.58095
1045102 7.58095
1045103 29.4952
1045104 29.4952
1045105 20.981
1045106 15.0381
1045109 7.58095
1045113 13.5238
1045114 9.4381
1045117 21.9143
1045118 9.4381
1045121 21.9143
1045122 23.5333
1045123 29.4952
1045153 3.44762
1045165 4.47619
1045171 2.69524
1045173 41.6476
1045174 36.6952
1045175 2.69524
1045190 43.4095
1045191 45.4571
1045192 38.9143
1045193 38.9143
1045194 38.1714
1045195 38.1714
1045196 33.8667
1045197 11.5429
1045198 28.5619
1045199 5.94286
1045200 11.5429
1045201 11.5429
1045202 38.9143
1045203 38.9143
1045204 32.2286
1045205 20.981
1045206 34.5048
1045207 38.9143
1045208 32.9714
1045209 38.9143
1045210 34.5048
1045211 28.5619
1045224 19.1429
1045225 7.58095
1045245 25.7048
1045246 11.9238
1045250 13.5429
1045251 13.5429
1045252 13.5429
1045300 26.0476
1045304 19.4762
1045306 9.54286
1045307 2.54286
1045312 2.2381
1045318 15.9714
1045324 5.9619
1045330 15.381
1045331 15.0667
1045332 6.71429
1045333 2.2381
1045339 12.3238
1045344 15.381
1045347 21.3429
1045348 7.88571
1045349 7.88571
1045350 10.3714
1045351 3.47619
1045352 8.95238
1045353 13.1905
1045354 15.381
1045355 12.0476
1045366 23.5524
1045367 3.44762
1045369 29.4952
1045381 5.9619
1045382 23.5905
1045383 11.6
1045384 15.9714
1045385 6
1045393 5.9619
1045395 16.3143
1045417 6.71429
1045424 16.3143
1045425 15.0667
1045427 5.9619
1045428 16.3143
